published_utc,source_id,canonical_text,dataset_partition,source_record_url,hypothesis_tag
2021-07-20T06:00:00Z,label_guided_seed,Credit spreads widen and geopolitical volatility rises with risk-off tone,train_holdout,https://example.invalid/news/51,[HYPO]
2021-07-21T06:00:00Z,label_guided_seed,Export orders accelerate while slower tightening supports risk appetite,train_holdout,https://example.invalid/news/52,[HYPO]
2021-07-22T06:00:00Z,label_guided_seed,Export orders accelerate while slower tightening supports risk appetite,train_holdout,https://example.invalid/news/53,[HYPO]
2021-07-25T06:00:00Z,label_guided_seed,Credit spreads widen and geopolitical volatility rises with risk-off tone,train_holdout,https://example.invalid/news/54,[HYPO]
2021-07-26T06:00:00Z,label_guided_seed,Export orders accelerate while slower tightening supports risk appetite,train_holdout,https://example.invalid/news/55,[HYPO]
2021-07-27T06:00:00Z,label_guided_seed,Export orders accelerate while slower tightening supports risk appetite,train_holdout,https://example.invalid/news/56,[HYPO]
2021-07-28T06:00:00Z,label_guided_seed,Export orders accelerate while slower tightening supports risk appetite,train_holdout,https://example.invalid/news/57,[HYPO]
2021-07-29T06:00:00Z,label_guided_seed,Credit spreads widen and geopolitical volatility rises with risk-off tone,train_holdout,https://example.invalid/news/58,[HYPO]
2021-08-01T06:00:00Z,label_guided_seed,Export orders accelerate while slower tightening supports risk appetite,train_holdout,https://example.invalid/news/59,[HYPO]
2021-08-02T06:00:00Z,label_guided_seed,Export orders accelerate while slower tightening supports risk appetite,train_holdout,https://example.invalid/news/60,[HYPO]
2021-08-03T06:00:00Z,label_guided_seed,Export orders accelerate while slower tightening supports risk appetite,train_holdout,https://example.invalid/news/61,[HYPO]
2021-08-04T06:00:00Z,label_guided_seed,Credit spreads widen and geopolitical volatility rises with risk-off tone,train_holdout,https://example.invalid/news/62,[HYPO]
2021-08-05T06:00:00Z,label_guided_seed,Credit spreads widen and geopolitical volatility rises with risk-off tone,train_holdout,https://example.invalid/news/63,[HYPO]
2021-08-08T06:00:00Z,label_guided_seed,Credit spreads widen and geopolitical volatility rises with risk-off tone,train_holdout,https://example.invalid/news/64,[HYPO]
2021-08-09T06:00:00Z,label_guided_seed,Credit spreads widen and geopolitical volatility rises with risk-off tone,train_holdout,https://example.invalid/news/65,[HYPO]
2021-08-10T06:00:00Z,label_guided_seed,Credit spreads widen and geopolitical volatility rises with risk-off tone,train_holdout,https://example.invalid/news/66,[HYPO]
2021-08-11T06:00:00Z,label_guided_seed,Credit spreads widen and geopolitical volatility rises with risk-off tone,train_holdout,https://example.invalid/news/67,[HYPO]
2021-08-12T06:00:00Z,label_guided_seed,Credit spreads widen and geopolitical volatility rises with risk-off tone,train_holdout,https://example.invalid/news/68,[HYPO]
2021-08-16T06:00:00Z,label_guided_seed,Credit spreads widen and geopolitical volatility rises with risk-off tone,train_holdout,https://example.invalid/news/69,[HYPO]
2021-08-17T06:00:00Z,label_guided_seed,Export orders accelerate while slower tightening supports risk appetite,train_holdout,https://example.invalid/news/70,[HYPO]
2021-08-18T06:00:00Z,label_guided_seed,Credit spreads widen and geopolitical volatility rises with risk-off tone,train_holdout,https://example.invalid/news/71,[HYPO]
2021-08-19T06:00:00Z,label_guided_seed,Credit spreads widen and geopolitical volatility rises with risk-off tone,train_holdout,https://example.invalid/news/72,[HYPO]
2021-08-22T06:00:00Z,label_guided_seed,Export orders accelerate while slower tightening supports risk appetite,train_holdout,https://example.invalid/news/73,[HYPO]
2021-08-23T06:00:00Z,label_guided_seed,Export orders accelerate while slower tightening supports risk appetite,train_holdout,https://example.invalid/news/74,[HYPO]
2021-08-24T06:00:00Z,label_guided_seed,Export orders accelerate while slower tightening supports risk appetite,train_holdout,https://example.invalid/news/75,[HYPO]
2021-08-25T06:00:00Z,label_guided_seed,Credit spreads widen and geopolitical volatility rises with risk-off tone,train_holdout,https://example.invalid/news/76,[HYPO]
2021-08-26T06:00:00Z,label_guided_seed,Export orders accelerate while slower tightening supports risk appetite,train_holdout,https://example.invalid/news/77,[HYPO]
2021-08-29T06:00:00Z,label_guided_seed,Export orders accelerate while slower tightening supports risk appetite,train_holdout,https://example.invalid/news/78,[HYPO]
2021-08-30T06:00:00Z,label_guided_seed,Export orders accelerate while slower tightening supports risk appetite,train_holdout,https://example.invalid/news/79,[HYPO]
2021-08-31T06:00:00Z,label_guided_seed,Export orders accelerate while slower tightening supports risk appetite,train_holdout,https://example.invalid/news/80,[HYPO]
2021-09-01T06:00:00Z,label_guided_seed,Credit spreads widen and geopolitical volatility rises with risk-off tone,train_holdout,https://example.invalid/news/81,[HYPO]
2021-09-02T06:00:00Z,label_guided_seed,Export orders accelerate while slower tightening supports risk appetite,train_holdout,https://example.invalid/news/82,[HYPO]
2021-09-06T06:00:00Z,label_guided_seed,Credit spreads widen and geopolitical volatility rises with risk-off tone,train_holdout,https://example.invalid/news/83,[HYPO]
2021-09-07T06:00:00Z,label_guided_seed,Credit spreads widen and geopolitical volatility rises with risk-off tone,train_holdout,https://example.invalid/news/84,[HYPO]
2021-09-08T06:00:00Z,label_guided_seed,Credit spreads widen and geopolitical volatility rises with risk-off tone,train_holdout,https://example.invalid/news/85,[HYPO]
2021-09-09T06:00:00Z,label_guided_seed,Export orders accelerate while slower tightening supports risk appetite,train_holdout,https://example.invalid/news/86,[HYPO]
2021-09-13T06:00:00Z,label_guided_seed,Export orders accelerate while slower tightening supports risk appetite,train_holdout,https://example.invalid/news/87,[HYPO]
2021-09-14T06:00:00Z,label_guided_seed,Export orders accelerate while slower tightening supports risk appetite,train_holdout,https://example.invalid/news/88,[HYPO]
2021-09-15T06:00:00Z,label_guided_seed,Credit spreads widen and geopolitical volatility rises with risk-off tone,train_holdout,https://example.invalid/news/89,[HYPO]
2021-09-16T06:00:00Z,label_guided_seed,Export orders accelerate while slower tightening supports risk appetite,train_holdout,https://example.invalid/news/90,[HYPO]
2021-09-22T06:00:00Z,label_guided_seed,Credit spreads widen and geopolitical volatility rises with risk-off tone,train_holdout,https://example.invalid/news/91,[HYPO]
2021-09-26T06:00:00Z,label_guided_seed,Export orders accelerate while slower tightening supports risk appetite,train_holdout,https://example.invalid/news/92,[HYPO]
2021-09-27T06:00:00Z,label_guided_seed,Credit spreads widen and geopolitical volatility rises with risk-off tone,train_holdout,https://example.invalid/news/93,[HYPO]
2021-09-28T06:00:00Z,label_guided_seed,Credit spreads widen and geopolitical volatility rises with risk-off tone,train_holdout,https://example.invalid/news/94,[HYPO]
2021-09-29T06:00:00Z,label_guided_seed,Export orders accelerate while slower tightening supports risk appetite,train_holdout,https://example.invalid/news/95,[HYPO]
2021-09-30T06:00:00Z,label_guided_seed,Credit spreads widen and geopolitical volatility rises with risk-off tone,train_holdout,https://example.invalid/news/96,[HYPO]
2021-10-04T06:00:00Z,label_guided_seed,Credit spreads widen and geopolitical volatility rises with risk-off tone,train_holdout,https://example.invalid/news/97,[HYPO]
2021-10-05T06:00:00Z,label_guided_seed,Credit spreads widen and geopolitical volatility rises with risk-off tone,train_holdout,https://example.invalid/news/98,[HYPO]
2021-10-06T06:00:00Z,label_guided_seed,Export orders accelerate while slower tightening supports risk appetite,train_holdout,https://example.invalid/news/99,[HYPO]
2021-10-07T06:00:00Z,label_guided_seed,Credit spreads widen and geopolitical volatility rises with risk-off tone,train_holdout,https://example.invalid/news/100,[HYPO]
2021-10-11T06:00:00Z,label_guided_seed,Credit spreads widen and geopolitical volatility rises with risk-off tone,train_holdout,https://example.invalid/news/101,[HYPO]
2021-10-12T06:00:00Z,label_guided_seed,Export orders accelerate while slower tightening supports risk appetite,train_holdout,https://example.invalid/news/102,[HYPO]
2021-10-13T06:00:00Z,label_guided_seed,Export orders accelerate while slower tightening supports risk appetite,train_holdout,https://example.invalid/news/103,[HYPO]
2021-10-14T06:00:00Z,label_guided_seed,Export orders accelerate while slower tightening supports risk appetite,train_holdout,https://example.invalid/news/104,[HYPO]
2021-10-17T06:00:00Z,label_guided_seed,Credit spreads widen and geopolitical volatility rises with risk-off tone,train_holdout,https://example.invalid/news/105,[HYPO]
2021-10-18T06:00:00Z,label_guided_seed,Export orders accelerate while slower tightening supports risk appetite,train_holdout,https://example.invalid/news/106,[HYPO]
2021-10-19T06:00:00Z,label_guided_seed,Credit spreads widen and geopolitical volatility rises with risk-off tone,train_holdout,https://example.invalid/news/107,[HYPO]
2021-10-20T06:00:00Z,label_guided_seed,Credit spreads widen and geopolitical volatility rises with risk-off tone,train_holdout,https://example.invalid/news/108,[HYPO]
2021-10-24T06:00:00Z,label_guided_seed,Export orders accelerate while slower tightening supports risk appetite,train_holdout,https://example.invalid/news/109,[HYPO]
2021-10-25T06:00:00Z,label_guided_seed,Export orders accelerate while slower tightening supports risk appetite,train_holdout,https://example.invalid/news/110,[HYPO]
2021-10-26T06:00:00Z,label_guided_seed,Credit spreads widen and geopolitical volatility rises with risk-off tone,train_holdout,https://example.invalid/news/111,[HYPO]
2021-10-27T06:00:00Z,label_guided_seed,Credit spreads widen and geopolitical volatility rises with risk-off tone,train_holdout,https://example.invalid/news/112,[HYPO]
2021-10-28T06:00:00Z,label_guided_seed,Credit spreads widen and geopolitical volatility rises with risk-off tone,train_holdout,https://example.invalid/news/113,[HYPO]
2021-10-31T06:00:00Z,label_guided_seed,Export orders accelerate while slower tightening supports risk appetite,train_holdout,https://example.invalid/news/114,[HYPO]
2021-11-01T06:00:00Z,label_guided_seed,Export orders accelerate while slower tightening supports risk appetite,train_holdout,https://example.invalid/news/115,[HYPO]
2021-11-02T06:00:00Z,label_guided_seed,Credit spreads widen and geopolitical volatility rises with risk-off tone,train_holdout,https://example.invalid/news/116,[HYPO]
2021-11-03T06:00:00Z,label_guided_seed,Export orders accelerate while slower tightening supports risk appetite,train_holdout,https://example.invalid/news/117,[HYPO]
2021-11-04T06:00:00Z,label_guided_seed,Credit spreads widen and geopolitical volatility rises with risk-off tone,train_holdout,https://example.invalid/news/118,[HYPO]
2021-11-07T06:00:00Z,label_guided_seed,Credit spreads widen and geopolitical volatility rises with risk-off tone,train_holdout,https://example.invalid/news/119,[HYPO]
2021-11-09T06:00:00Z,label_guided_seed,Credit spreads widen and geopolitical volatility rises with risk-off tone,train_holdout,https://example.invalid/news/120,[HYPO]
2021-11-10T06:00:00Z,label_guided_seed,Credit spreads widen and geopolitical volatility rises with risk-off tone,train_holdout,https://example.invalid/news/121,[HYPO]
2021-11-11T06:00:00Z,label_guided_seed,Export orders accelerate while slower tightening supports risk appetite,train_holdout,https://example.invalid/news/122,[HYPO]
2021-11-14T06:00:00Z,label_guided_seed,Export orders accelerate while slower tightening supports risk appetite,train_holdout,https://example.invalid/news/123,[HYPO]
2021-11-16T06:00:00Z,label_guided_seed,Credit spreads widen and geopolitical volatility rises with risk-off tone,train_holdout,https://example.invalid/news/124,[HYPO]
2021-11-17T06:00:00Z,label_guided_seed,Credit spreads widen and geopolitical volatility rises with risk-off tone,train_holdout,https://example.invalid/news/125,[HYPO]
2021-11-18T06:00:00Z,label_guided_seed,Export orders accelerate while slower tightening supports risk appetite,train_holdout,https://example.invalid/news/126,[HYPO]
2021-11-21T06:00:00Z,label_guided_seed,Export orders accelerate while slower tightening supports risk appetite,train_holdout,https://example.invalid/news/127,[HYPO]
2021-11-22T06:00:00Z,label_guided_seed,Credit spreads widen and geopolitical volatility rises with risk-off tone,train_holdout,https://example.invalid/news/128,[HYPO]
2021-11-23T06:00:00Z,label_guided_seed,Credit spreads widen and geopolitical volatility rises with risk-off tone,train_holdout,https://example.invalid/news/129,[HYPO]
2021-11-24T06:00:00Z,label_guided_seed,Credit spreads widen and geopolitical volatility rises with risk-off tone,train_holdout,https://example.invalid/news/130,[HYPO]
2021-11-25T06:00:00Z,label_guided_seed,Credit spreads widen and geopolitical volatility rises with risk-off tone,train_holdout,https://example.invalid/news/131,[HYPO]
2021-11-28T06:00:00Z,label_guided_seed,Credit spreads widen and geopolitical volatility rises with risk-off tone,train_holdout,https://example.invalid/news/132,[HYPO]
2021-11-29T06:00:00Z,label_guided_seed,Credit spreads widen and geopolitical volatility rises with risk-off tone,train_holdout,https://example.invalid/news/133,[HYPO]
2021-11-30T06:00:00Z,label_guided_seed,Export orders accelerate while slower tightening supports risk appetite,train_holdout,https://example.invalid/news/134,[HYPO]
2021-12-01T06:00:00Z,label_guided_seed,Export orders accelerate while slower tightening supports risk appetite,train_holdout,https://example.invalid/news/135,[HYPO]
2021-12-02T06:00:00Z,label_guided_seed,Export orders accelerate while slower tightening supports risk appetite,train_holdout,https://example.invalid/news/136,[HYPO]
2021-12-05T06:00:00Z,label_guided_seed,Export orders accelerate while slower tightening supports risk appetite,train_holdout,https://example.invalid/news/137,[HYPO]
2021-12-06T06:00:00Z,label_guided_seed,Export orders accelerate while slower tightening supports risk appetite,train_holdout,https://example.invalid/news/138,[HYPO]
2021-12-07T06:00:00Z,label_guided_seed,Export orders accelerate while slower tightening supports risk appetite,train_holdout,https://example.invalid/news/139,[HYPO]
2021-12-08T06:00:00Z,label_guided_seed,Export orders accelerate while slower tightening supports risk appetite,train_holdout,https://example.invalid/news/140,[HYPO]
2021-12-09T06:00:00Z,label_guided_seed,Credit spreads widen and geopolitical volatility rises with risk-off tone,train_holdout,https://example.invalid/news/141,[HYPO]
2021-12-12T06:00:00Z,label_guided_seed,Credit spreads widen and geopolitical volatility rises with risk-off tone,train_holdout,https://example.invalid/news/142,[HYPO]
2021-12-13T06:00:00Z,label_guided_seed,Credit spreads widen and geopolitical volatility rises with risk-off tone,train_holdout,https://example.invalid/news/143,[HYPO]
2021-12-15T06:00:00Z,label_guided_seed,Export orders accelerate while slower tightening supports risk appetite,train_holdout,https://example.invalid/news/144,[HYPO]
2021-12-16T06:00:00Z,label_guided_seed,Export orders accelerate while slower tightening supports risk appetite,train_holdout,https://example.invalid/news/145,[HYPO]
2021-12-19T06:00:00Z,label_guided_seed,Credit spreads widen and geopolitical volatility rises with risk-off tone,train_holdout,https://example.invalid/news/146,[HYPO]
2021-12-20T06:00:00Z,label_guided_seed,Export orders accelerate while slower tightening supports risk appetite,train_holdout,https://example.invalid/news/147,[HYPO]
2021-12-21T06:00:00Z,label_guided_seed,Export orders accelerate while slower tightening supports risk appetite,train_holdout,https://example.invalid/news/148,[HYPO]
2021-12-22T06:00:00Z,label_guided_seed,Export orders accelerate while slower tightening supports risk appetite,train_holdout,https://example.invalid/news/149,[HYPO]
2021-12-23T06:00:00Z,label_guided_seed,Export orders accelerate while slower tightening supports risk appetite,train_holdout,https://example.invalid/news/150,[HYPO]
2021-12-26T06:00:00Z,label_guided_seed,Credit spreads widen and geopolitical volatility rises with risk-off tone,train_holdout,https://example.invalid/news/151,[HYPO]
2021-12-27T06:00:00Z,label_guided_seed,Export orders accelerate while slower tightening supports risk appetite,train_holdout,https://example.invalid/news/152,[HYPO]
2021-12-28T06:00:00Z,label_guided_seed,Credit spreads widen and geopolitical volatility rises with risk-off tone,train_holdout,https://example.invalid/news/153,[HYPO]
2021-12-29T06:00:00Z,label_guided_seed,Credit spreads widen and geopolitical volatility rises with risk-off tone,train_holdout,https://example.invalid/news/154,[HYPO]
2022-01-03T06:00:00Z,label_guided_seed,Export orders accelerate while slower tightening supports risk appetite,train_holdout,https://example.invalid/news/155,[HYPO]
2022-01-04T06:00:00Z,label_guided_seed,Credit spreads widen and geopolitical volatility rises with risk-off tone,train_holdout,https://example.invalid/news/156,[HYPO]
2022-01-05T06:00:00Z,label_guided_seed,Credit spreads widen and geopolitical volatility rises with risk-off tone,train_holdout,https://example.invalid/news/157,[HYPO]
2022-01-06T06:00:00Z,label_guided_seed,Export orders accelerate while slower tightening supports risk appetite,train_holdout,https://example.invalid/news/158,[HYPO]
2022-01-09T06:00:00Z,label_guided_seed,Credit spreads widen and geopolitical volatility rises with risk-off tone,train_holdout,https://example.invalid/news/159,[HYPO]
2022-01-11T06:00:00Z,label_guided_seed,Export orders accelerate while slower tightening supports risk appetite,train_holdout,https://example.invalid/news/160,[HYPO]
