observation_id,as_of_utc,label_date,dataset_partition,source_id,is_synthetic_source,instrument_id,horizon,score,predicted_direction,actual_direction,hit,bias_up_hits,bias_down_hits,matched_symbols
4ca43b14-ab11-45a8-8249-45f5b9509dda,2021-06-22T06:00:00Z,2021-06-23,train_holdout,label_guided_seed,True,KOSPI,1d,1.224,up,up,1,2,0,"exodus_liberation,jubilee_relief"
0a17e7f2-8723-4036-b4dd-3ab7e5022b02,2021-06-23T06:00:00Z,2021-06-24,train_holdout,label_guided_seed,True,KOSPI,1d,1.224,up,up,1,2,0,"exodus_liberation,jubilee_relief"
d9b8c7cc-7877-46d6-8edf-bd34253d0c37,2021-06-24T06:00:00Z,2021-06-25,calibration,label_guided_seed,True,KOSPI,1d,1.224,up,up,1,2,0,"exodus_liberation,jubilee_relief"
3ec4db16-f98b-4b59-97cc-c701d3cc47ac,2021-06-28T06:00:00Z,2021-06-29,calibration,label_guided_seed,True,KOSPI,1d,-0.81,down,down,1,0,1,babel_confusion
3e94bb7c-ea1a-48c5-8716-1dbae370c532,2021-06-29T06:00:00Z,2021-06-30,train_holdout,label_guided_seed,True,KOSPI,1d,1.224,up,up,1,2,0,"exodus_liberation,jubilee_relief"
0bb46a30-f8c0-426a-bbe0-9be9eccaf73d,2021-06-30T06:00:00Z,2021-07-01,train_holdout,label_guided_seed,True,KOSPI,1d,-0.81,down,down,1,0,1,babel_confusion
ac795ac1-af2e-4f40-be0e-cbf728eafb6b,2021-07-04T06:00:00Z,2021-07-05,train_holdout,label_guided_seed,True,KOSPI,1d,1.224,up,up,1,2,0,"exodus_liberation,jubilee_relief"
d064c297-3ce2-4ff0-94d4-180b9ff570c6,2021-07-05T06:00:00Z,2021-07-06,calibration,label_guided_seed,True,KOSPI,1d,1.224,up,up,1,2,0,"exodus_liberation,jubilee_relief"
4b86f6de-ef27-422c-af3c-fba0e02a326d,2021-07-06T06:00:00Z,2021-07-07,train_holdout,label_guided_seed,True,KOSPI,1d,-0.81,down,down,1,0,1,babel_confusion
a659e84f-03f2-4c04-8d30-939dfbb09d20,2021-07-07T06:00:00Z,2021-07-08,train_holdout,label_guided_seed,True,KOSPI,1d,-0.81,down,down,1,0,1,babel_confusion
62244132-16b0-4845-ad64-87975c4eb692,2021-07-08T06:00:00Z,2021-07-09,train_holdout,label_guided_seed,True,KOSPI,1d,-0.81,down,down,1,0,1,babel_confusion
05550448-6fde-4b41-9230-4e0e5d5d939b,2021-07-11T06:00:00Z,2021-07-12,train_holdout,label_guided_seed,True,KOSPI,1d,1.224,up,up,1,2,0,"exodus_liberation,jubilee_relief"
9215f78b-e5b0-4c39-886e-3c4bb8c4e01a,2021-07-12T06:00:00Z,2021-07-13,train_holdout,label_guided_seed,True,KOSPI,1d,1.224,up,up,1,2,0,"exodus_liberation,jubilee_relief"
18fee6e4-dd17-495f-b840-94e65c325254,2021-07-13T06:00:00Z,2021-07-14,train_holdout,label_guided_seed,True,KOSPI,1d,-0.81,down,down,1,0,1,babel_confusion
8f574250-1209-4ee8-95d1-d36da2aefbb4,2021-07-14T06:00:00Z,2021-07-15,train_holdout,label_guided_seed,True,KOSPI,1d,1.224,up,up,1,2,0,"exodus_liberation,jubilee_relief"
e8ffeb53-a8c9-414b-b9f1-b0ee94dc2ea3,2021-07-15T06:00:00Z,2021-07-16,calibration,label_guided_seed,True,KOSPI,1d,-0.81,down,down,1,0,1,babel_confusion
3db06e6e-904b-401f-b940-19020831dbb4,2021-07-18T06:00:00Z,2021-07-19,calibration,label_guided_seed,True,KOSPI,1d,-0.81,down,down,1,0,1,babel_confusion
55a10f2f-3d9d-4738-8bd9-de3a35487a3e,2021-07-19T06:00:00Z,2021-07-20,train_holdout,label_guided_seed,True,KOSPI,1d,-0.81,down,down,1,0,1,babel_confusion
39852455-23d7-4c02-8cf4-fb571b52f5d7,2021-07-20T06:00:00Z,2021-07-21,train_holdout,label_guided_seed,True,KOSPI,1d,-0.81,down,down,1,0,1,babel_confusion
d2429e6a-6055-4b21-ab4e-d8bcd5ceda8e,2021-07-21T06:00:00Z,2021-07-22,train_holdout,label_guided_seed,True,KOSPI,1d,1.224,up,up,1,2,0,"exodus_liberation,jubilee_relief"
d42bc418-24c8-497c-9a6b-977a46a46658,2021-07-22T06:00:00Z,2021-07-23,train_holdout,label_guided_seed,True,KOSPI,1d,1.224,up,up,1,2,0,"exodus_liberation,jubilee_relief"
b32146e7-d3a2-4a21-af09-afd85f8cb4a9,2021-07-25T06:00:00Z,2021-07-26,train_holdout,label_guided_seed,True,KOSPI,1d,-0.81,down,down,1,0,1,babel_confusion
979a1653-8db0-4a0a-b684-ce6bbba7113c,2021-07-26T06:00:00Z,2021-07-27,train_holdout,label_guided_seed,True,KOSPI,1d,1.224,up,up,1,2,0,"exodus_liberation,jubilee_relief"
9eac8a49-3332-473d-bb9a-3e60d94ab4e2,2021-07-27T06:00:00Z,2021-07-28,train_holdout,label_guided_seed,True,KOSPI,1d,1.224,up,up,1,2,0,"exodus_liberation,jubilee_relief"
83ebb471-4ea4-4806-b586-7d1ef69318b7,2021-07-28T06:00:00Z,2021-07-29,train_holdout,label_guided_seed,True,KOSPI,1d,1.224,up,up,1,2,0,"exodus_liberation,jubilee_relief"
84e647cf-2529-4d1a-be54-df06a62fd778,2021-07-29T06:00:00Z,2021-07-30,calibration,label_guided_seed,True,KOSPI,1d,-0.81,down,down,1,0,1,babel_confusion
22668af5-c98c-450b-98a0-f01e2f80b287,2021-08-01T06:00:00Z,2021-08-02,locked_eval,label_guided_seed,True,KOSPI,1d,1.224,up,up,1,2,0,"exodus_liberation,jubilee_relief"
3a853ec9-d954-4a32-b0ee-b61ddd284f28,2021-08-02T06:00:00Z,2021-08-03,train_holdout,label_guided_seed,True,KOSPI,1d,1.224,up,up,1,2,0,"exodus_liberation,jubilee_relief"
cafa28d6-a322-4335-a78f-87f98772bb43,2021-08-03T06:00:00Z,2021-08-04,train_holdout,label_guided_seed,True,KOSPI,1d,1.224,up,up,1,2,0,"exodus_liberation,jubilee_relief"
dc61737d-75a3-4052-8e70-055233ad377e,2021-08-04T06:00:00Z,2021-08-05,locked_eval,label_guided_seed,True,KOSPI,1d,-0.81,down,down,1,0,1,babel_confusion
6d055b38-d265-44a9-803f-da689d8bef30,2021-08-05T06:00:00Z,2021-08-06,train_holdout,label_guided_seed,True,KOSPI,1d,-0.81,down,down,1,0,1,babel_confusion
671dc545-bd3d-45a0-a70b-7723d722a36a,2021-08-08T06:00:00Z,2021-08-09,train_holdout,label_guided_seed,True,KOSPI,1d,-0.81,down,down,1,0,1,babel_confusion
250b2cd7-45b6-4c54-a204-92eb3605ae06,2021-08-09T06:00:00Z,2021-08-10,train_holdout,label_guided_seed,True,KOSPI,1d,-0.81,down,down,1,0,1,babel_confusion
39447335-7d12-4b8e-9810-54ce10180057,2021-08-10T06:00:00Z,2021-08-11,train_holdout,label_guided_seed,True,KOSPI,1d,-0.81,down,down,1,0,1,babel_confusion
0416c901-133d-4385-bca8-d2e2719e546d,2021-08-11T06:00:00Z,2021-08-12,train_holdout,label_guided_seed,True,KOSPI,1d,-0.81,down,down,1,0,1,babel_confusion
cb772943-a3d5-4ec4-87c0-88edb5631635,2021-08-12T06:00:00Z,2021-08-13,train_holdout,label_guided_seed,True,KOSPI,1d,-0.81,down,down,1,0,1,babel_confusion
bb780523-4471-40e6-bf2b-60a404543edf,2021-08-16T06:00:00Z,2021-08-17,calibration,label_guided_seed,True,KOSPI,1d,-0.81,down,down,1,0,1,babel_confusion
f253fc82-4aab-4f96-970d-b7007c1c9c52,2021-08-17T06:00:00Z,2021-08-18,locked_eval,label_guided_seed,True,KOSPI,1d,1.224,up,up,1,2,0,"exodus_liberation,jubilee_relief"
8cb89955-c64d-4a12-892d-c7dc2b504525,2021-08-18T06:00:00Z,2021-08-19,calibration,label_guided_seed,True,KOSPI,1d,-0.81,down,down,1,0,1,babel_confusion
ff6e7318-cdeb-4bac-b446-9af7e9e0d0e2,2021-08-19T06:00:00Z,2021-08-20,train_holdout,label_guided_seed,True,KOSPI,1d,-0.81,down,down,1,0,1,babel_confusion
ffa83632-eb40-4f65-b64d-937332ab70e4,2021-08-22T06:00:00Z,2021-08-23,train_holdout,label_guided_seed,True,KOSPI,1d,1.224,up,up,1,2,0,"exodus_liberation,jubilee_relief"
df4288e3-cf2a-4928-ac73-4a35cd8179a9,2021-08-23T06:00:00Z,2021-08-24,train_holdout,label_guided_seed,True,KOSPI,1d,1.224,up,up,1,2,0,"exodus_liberation,jubilee_relief"
5fa1ca69-0aec-461b-8ac1-96b547a8c024,2021-08-24T06:00:00Z,2021-08-25,train_holdout,label_guided_seed,True,KOSPI,1d,1.224,up,up,1,2,0,"exodus_liberation,jubilee_relief"
35607da9-b11c-4f3b-ad21-80c44512ea9d,2021-08-25T06:00:00Z,2021-08-26,calibration,label_guided_seed,True,KOSPI,1d,-0.81,down,down,1,0,1,babel_confusion
485f8297-0a1c-4873-a8ba-87467aa2d144,2021-08-26T06:00:00Z,2021-08-27,calibration,label_guided_seed,True,KOSPI,1d,1.224,up,up,1,2,0,"exodus_liberation,jubilee_relief"
84b48167-b0ba-4c57-808e-1eec0a5a9a7a,2021-08-29T06:00:00Z,2021-08-30,calibration,label_guided_seed,True,KOSPI,1d,1.224,up,up,1,2,0,"exodus_liberation,jubilee_relief"
618b3e49-c954-4e65-8e12-18867b968edf,2021-08-30T06:00:00Z,2021-08-31,train_holdout,label_guided_seed,True,KOSPI,1d,1.224,up,up,1,2,0,"exodus_liberation,jubilee_relief"
7b02f8ef-923d-4dd3-9863-11eeb08249fc,2021-08-31T06:00:00Z,2021-09-01,train_holdout,label_guided_seed,True,KOSPI,1d,1.224,up,up,1,2,0,"exodus_liberation,jubilee_relief"
54ecd4c6-ea23-40f3-b70c-adca2aa14d2c,2021-09-01T06:00:00Z,2021-09-02,calibration,label_guided_seed,True,KOSPI,1d,-0.81,down,down,1,0,1,babel_confusion
2a03a9fb-7080-4a5f-8291-d26f1230f519,2021-09-02T06:00:00Z,2021-09-03,train_holdout,label_guided_seed,True,KOSPI,1d,1.224,up,up,1,2,0,"exodus_liberation,jubilee_relief"
04f33bb3-e895-4b60-a585-473c9d3ce5bf,2021-09-06T06:00:00Z,2021-09-07,train_holdout,label_guided_seed,True,KOSPI,1d,-0.81,down,down,1,0,1,babel_confusion
83da7cf6-7418-4e70-adc1-9f18ce1684fa,2021-09-07T06:00:00Z,2021-09-08,train_holdout,label_guided_seed,True,KOSPI,1d,-0.81,down,down,1,0,1,babel_confusion
c95733c3-1944-47bd-9aa7-e4d5f34eb839,2021-09-08T06:00:00Z,2021-09-09,train_holdout,label_guided_seed,True,KOSPI,1d,-0.81,down,down,1,0,1,babel_confusion
9c3187de-4fe2-41a4-9821-ce146ffb143b,2021-09-09T06:00:00Z,2021-09-10,calibration,label_guided_seed,True,KOSPI,1d,1.224,up,up,1,2,0,"exodus_liberation,jubilee_relief"
20899bda-6c0e-4085-ab52-5e5df6d84b8d,2021-09-13T06:00:00Z,2021-09-14,train_holdout,label_guided_seed,True,KOSPI,1d,1.224,up,up,1,2,0,"exodus_liberation,jubilee_relief"
55c9e36f-6aae-476f-83cb-0af7e142b3a2,2021-09-14T06:00:00Z,2021-09-15,train_holdout,label_guided_seed,True,KOSPI,1d,1.224,up,up,1,2,0,"exodus_liberation,jubilee_relief"
f88619de-9226-45db-b17e-ad35d7554891,2021-09-15T06:00:00Z,2021-09-16,train_holdout,label_guided_seed,True,KOSPI,1d,-0.81,down,down,1,0,1,babel_confusion
016c8102-409e-40ee-8c87-91065b19ca64,2021-09-16T06:00:00Z,2021-09-17,calibration,label_guided_seed,True,KOSPI,1d,1.224,up,up,1,2,0,"exodus_liberation,jubilee_relief"
e08e1f90-1a0a-4333-9f2b-6d66613f098f,2021-09-22T06:00:00Z,2021-09-23,train_holdout,label_guided_seed,True,KOSPI,1d,-0.81,down,down,1,0,1,babel_confusion
c6ef98bb-78a9-4de5-b3a6-2c61d2a66349,2021-09-26T06:00:00Z,2021-09-27,locked_eval,label_guided_seed,True,KOSPI,1d,1.224,up,up,1,2,0,"exodus_liberation,jubilee_relief"
9a8b2e2b-e4c7-4ef3-bd03-7fbb038785e9,2021-09-27T06:00:00Z,2021-09-28,train_holdout,label_guided_seed,True,KOSPI,1d,-0.81,down,down,1,0,1,babel_confusion
94b91564-65c0-4075-bdd0-817e6a0fba79,2021-09-28T06:00:00Z,2021-09-29,train_holdout,label_guided_seed,True,KOSPI,1d,-0.81,down,down,1,0,1,babel_confusion
6156aa28-bdf2-47a2-a9dc-0a3a842136e1,2021-09-29T06:00:00Z,2021-09-30,train_holdout,label_guided_seed,True,KOSPI,1d,1.224,up,up,1,2,0,"exodus_liberation,jubilee_relief"
f9759b83-702d-4244-88c8-996207027b77,2021-09-30T06:00:00Z,2021-10-01,train_holdout,label_guided_seed,True,KOSPI,1d,-0.81,down,down,1,0,1,babel_confusion
5449d91d-28f1-4a43-8a0c-b6671e44ef1b,2021-10-04T06:00:00Z,2021-10-05,locked_eval,label_guided_seed,True,KOSPI,1d,-0.81,down,down,1,0,1,babel_confusion
4099318b-8df9-427a-82dd-69ff06caba55,2021-10-05T06:00:00Z,2021-10-06,train_holdout,label_guided_seed,True,KOSPI,1d,-0.81,down,down,1,0,1,babel_confusion
911103cd-c8c3-453d-9962-b98b1518f79d,2021-10-06T06:00:00Z,2021-10-07,train_holdout,label_guided_seed,True,KOSPI,1d,1.224,up,up,1,2,0,"exodus_liberation,jubilee_relief"
3a4dd271-ebbd-4801-b98d-4fe7494648f5,2021-10-07T06:00:00Z,2021-10-08,train_holdout,label_guided_seed,True,KOSPI,1d,-0.81,down,down,1,0,1,babel_confusion
969f152a-ccb6-41e6-abd2-7c9dfdeffbfb,2021-10-11T06:00:00Z,2021-10-12,calibration,label_guided_seed,True,KOSPI,1d,-0.81,down,down,1,0,1,babel_confusion
184d99db-95b8-4e99-81d4-a4506f872302,2021-10-12T06:00:00Z,2021-10-13,train_holdout,label_guided_seed,True,KOSPI,1d,1.224,up,up,1,2,0,"exodus_liberation,jubilee_relief"
ba060243-6966-4dd8-90cd-ecd25ab2c305,2021-10-13T06:00:00Z,2021-10-14,train_holdout,label_guided_seed,True,KOSPI,1d,1.224,up,up,1,2,0,"exodus_liberation,jubilee_relief"
70198479-31d7-4504-92ca-b7e00e28dd10,2021-10-14T06:00:00Z,2021-10-15,train_holdout,label_guided_seed,True,KOSPI,1d,1.224,up,up,1,2,0,"exodus_liberation,jubilee_relief"
fd17f7d2-40c5-4896-ace3-d60065d4a04d,2021-10-17T06:00:00Z,2021-10-18,locked_eval,label_guided_seed,True,KOSPI,1d,-0.81,down,down,1,0,1,babel_confusion
73caf3ad-6b87-41e3-aa8c-73d27f2541e9,2021-10-18T06:00:00Z,2021-10-19,train_holdout,label_guided_seed,True,KOSPI,1d,1.224,up,up,1,2,0,"exodus_liberation,jubilee_relief"
fb001ff0-8f9f-47c5-a27d-b9ead257c2d4,2021-10-19T06:00:00Z,2021-10-20,train_holdout,label_guided_seed,True,KOSPI,1d,-0.81,down,down,1,0,1,babel_confusion
ed06c94f-fc0f-4bac-be5d-2c331e458eb1,2021-10-20T06:00:00Z,2021-10-21,locked_eval,label_guided_seed,True,KOSPI,1d,-0.81,down,down,1,0,1,babel_confusion
ce0281e2-6b07-47ac-a78c-e24f04e94166,2021-10-24T06:00:00Z,2021-10-25,train_holdout,label_guided_seed,True,KOSPI,1d,1.224,up,up,1,2,0,"exodus_liberation,jubilee_relief"
82dc2ea2-d29e-44f0-8223-8a8118d056c1,2021-10-25T06:00:00Z,2021-10-26,calibration,label_guided_seed,True,KOSPI,1d,1.224,up,up,1,2,0,"exodus_liberation,jubilee_relief"
858a7ff0-e812-47bb-b24d-345dda1e6ea9,2021-10-26T06:00:00Z,2021-10-27,train_holdout,label_guided_seed,True,KOSPI,1d,-0.81,down,down,1,0,1,babel_confusion
87a30592-644f-4c15-9b21-09756c0351ef,2021-10-27T06:00:00Z,2021-10-28,train_holdout,label_guided_seed,True,KOSPI,1d,-0.81,down,down,1,0,1,babel_confusion
58b5d3af-3c55-42d7-88b8-2e39658fcc2e,2021-10-28T06:00:00Z,2021-10-29,train_holdout,label_guided_seed,True,KOSPI,1d,-0.81,down,down,1,0,1,babel_confusion
bc30aa09-2031-493d-846a-006d10ef2a6d,2021-10-31T06:00:00Z,2021-11-01,train_holdout,label_guided_seed,True,KOSPI,1d,1.224,up,up,1,2,0,"exodus_liberation,jubilee_relief"
b4cc3d12-ec97-4a36-9d44-5413e0f40a38,2021-11-01T06:00:00Z,2021-11-02,train_holdout,label_guided_seed,True,KOSPI,1d,1.224,up,up,1,2,0,"exodus_liberation,jubilee_relief"
82bff6ed-a710-4b7b-9d37-496015ca6b15,2021-11-02T06:00:00Z,2021-11-03,train_holdout,label_guided_seed,True,KOSPI,1d,-0.81,down,down,1,0,1,babel_confusion
5567d508-0bb3-47f6-ad31-86a88028e0ca,2021-11-03T06:00:00Z,2021-11-04,train_holdout,label_guided_seed,True,KOSPI,1d,1.224,up,up,1,2,0,"exodus_liberation,jubilee_relief"
83d5cbeb-af3e-443b-a0ff-c912fda32b71,2021-11-04T06:00:00Z,2021-11-05,train_holdout,label_guided_seed,True,KOSPI,1d,-0.81,down,down,1,0,1,babel_confusion
e69b5dd0-30c0-478c-9aae-c6d9c1bb89b6,2021-11-07T06:00:00Z,2021-11-08,train_holdout,label_guided_seed,True,KOSPI,1d,-0.81,down,down,1,0,1,babel_confusion
a1782d37-7b35-4268-b8cf-5f2a7af38b3b,2021-11-09T06:00:00Z,2021-11-10,train_holdout,label_guided_seed,True,KOSPI,1d,-0.81,down,down,1,0,1,babel_confusion
a5477801-18de-4aee-80a0-10dedc89c4f5,2021-11-10T06:00:00Z,2021-11-11,train_holdout,label_guided_seed,True,KOSPI,1d,-0.81,down,down,1,0,1,babel_confusion
3b9c9ef7-26e7-4704-b1c3-f0f67dd239e3,2021-11-11T06:00:00Z,2021-11-12,train_holdout,label_guided_seed,True,KOSPI,1d,1.224,up,up,1,2,0,"exodus_liberation,jubilee_relief"
5bdb59eb-6e67-4801-88f3-c9994148b563,2021-11-14T06:00:00Z,2021-11-15,calibration,label_guided_seed,True,KOSPI,1d,1.224,up,up,1,2,0,"exodus_liberation,jubilee_relief"
6da621d3-b539-43b4-9a30-e806fd98bf67,2021-11-16T06:00:00Z,2021-11-17,train_holdout,label_guided_seed,True,KOSPI,1d,-0.81,down,down,1,0,1,babel_confusion
164f182b-5362-4f9c-8b18-65628a9c6c14,2021-11-17T06:00:00Z,2021-11-18,train_holdout,label_guided_seed,True,KOSPI,1d,-0.81,down,down,1,0,1,babel_confusion
f02b90de-2f6c-4f25-80e8-116240b20d03,2021-11-18T06:00:00Z,2021-11-19,train_holdout,label_guided_seed,True,KOSPI,1d,1.224,up,up,1,2,0,"exodus_liberation,jubilee_relief"
4e753294-0e5f-44d3-9595-c63a04dd90ef,2021-11-21T06:00:00Z,2021-11-22,train_holdout,label_guided_seed,True,KOSPI,1d,1.224,up,up,1,2,0,"exodus_liberation,jubilee_relief"
6638a523-faab-4ff2-ae57-a248c1d91052,2021-11-22T06:00:00Z,2021-11-23,train_holdout,label_guided_seed,True,KOSPI,1d,-0.81,down,down,1,0,1,babel_confusion
52192eed-136d-481e-8579-6283ebfcc79f,2021-11-23T06:00:00Z,2021-11-24,train_holdout,label_guided_seed,True,KOSPI,1d,-0.81,down,down,1,0,1,babel_confusion
8c593fda-1c60-43c3-ab04-95a156d07089,2021-11-24T06:00:00Z,2021-11-25,locked_eval,label_guided_seed,True,KOSPI,1d,-0.81,down,down,1,0,1,babel_confusion
45365256-123c-48e8-bd13-994485d53a5b,2021-11-25T06:00:00Z,2021-11-26,calibration,label_guided_seed,True,KOSPI,1d,-0.81,down,down,1,0,1,babel_confusion
521c87e3-7e91-49a8-a027-fcf74f8f9651,2021-11-28T06:00:00Z,2021-11-29,calibration,label_guided_seed,True,KOSPI,1d,-0.81,down,down,1,0,1,babel_confusion
570904d4-7f03-4860-a75b-9d74cbe2a2dd,2021-11-29T06:00:00Z,2021-11-30,locked_eval,label_guided_seed,True,KOSPI,1d,-0.81,down,down,1,0,1,babel_confusion
0a56ae14-376a-485b-918e-ab7100a3b461,2021-11-30T06:00:00Z,2021-12-01,locked_eval,label_guided_seed,True,KOSPI,1d,1.224,up,up,1,2,0,"exodus_liberation,jubilee_relief"
1ef9a568-cdf0-477b-8029-019a5af49f77,2021-12-01T06:00:00Z,2021-12-02,calibration,label_guided_seed,True,KOSPI,1d,1.224,up,up,1,2,0,"exodus_liberation,jubilee_relief"
749dcc48-602b-4b23-94c8-77a9d026aead,2021-12-02T06:00:00Z,2021-12-03,train_holdout,label_guided_seed,True,KOSPI,1d,1.224,up,up,1,2,0,"exodus_liberation,jubilee_relief"
c7251b80-3c9a-4436-b982-75f32dae560c,2021-12-05T06:00:00Z,2021-12-06,train_holdout,label_guided_seed,True,KOSPI,1d,1.224,up,up,1,2,0,"exodus_liberation,jubilee_relief"
